mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_leaf,param_model__max_leaf_nodes,param_model__max_depth,param_model__learning_rate,param_model__l2_regularization,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5424472332000733,0.11872722878126199,0.02844538688659668,0.011571397305257615,20,31,5,0.008576958985908937,0.14384498882876628,"{'model__min_samples_leaf': 20, 'model__max_leaf_nodes': 31, 'model__max_depth': 5, 'model__learning_rate': 0.008576958985908937, 'model__l2_regularization': 0.14384498882876628}",0.4344299233889139,0.5522388059701493,0.49150622876557193,0.4897502795378308,0.48,0.48958504753249327,0.037585030373285276,21,0.7088520055325036,0.6841359773371105,0.6653051417587698,0.6143621930958095,0.5845991082898814,0.6514508852028149,0.04560674390103702
0.3196125507354736,0.08257104580531253,0.01674761772155762,0.0036720762824448585,100,127,2,0.003831186849557285,0.002069138081114788,"{'model__min_samples_leaf': 100, 'model__max_leaf_nodes': 127, 'model__max_depth': 2, 'model__learning_rate': 0.003831186849557285, 'model__l2_regularization': 0.002069138081114788}",0.5231023102310232,0.5605192821687667,0.5180467091295117,0.4825515947467167,0.35723713154421466,0.4882914055640466,0.07003172352572357,22,0.5812407680945347,0.6028291621327531,0.5831784962219745,0.5591457753017641,0.523854215548256,0.5700496834598564,0.026925886394330616
1.9031424522399902,0.7613921306656698,0.07692813873291016,0.013847135281556225,50,127,8,0.0013081774742601943,10.0,"{'model__min_samples_leaf': 50, 'model__max_leaf_nodes': 127, 'model__max_depth': 8, 'model__learning_rate': 0.0013081774742601943, 'model__l2_regularization': 10.0}",0.39834786599357497,0.5670665212649946,0.4513776337115073,0.5086083213773314,0.49718362748779565,0.4845167939670407,0.056707311577799395,23,0.6662211827597728,0.6691793729655644,0.6440718851766976,0.6210268948655256,0.6403940886699507,0.6481786848875022,0.01778339716002227
0.5152318954467774,0.17083982188292732,0.027169227600097656,0.003984783970415227,20,15,3,0.003831186849557285,2.335721469090121e-06,"{'model__min_samples_leaf': 20, 'model__max_leaf_nodes': 15, 'model__max_depth': 3, 'model__learning_rate': 0.003831186849557285, 'model__l2_regularization': 2.335721469090121e-06}",0.4923857868020305,0.5587683064213292,0.5136494252873564,0.4114832535885168,0.4234918098282061,0.47995571638548784,0.055457818066479495,24,0.601685599120557,0.610175629187036,0.6059802266698818,0.571695644045616,0.5416601775424388,0.586239455313106,0.026077025462052383
0.25374617576599123,0.08208318679983248,0.019620752334594725,0.011727340884871871,100,63,2,0.01122018454301963,2.335721469090121e-06,"{'model__min_samples_leaf': 100, 'model__max_leaf_nodes': 63, 'model__max_depth': 2, 'model__learning_rate': 0.01122018454301963, 'model__l2_regularization': 2.335721469090121e-06}",0.4519874944171505,0.5756676557863502,0.5239929947460595,0.4877323420074349,0.35723713154421466,0.47932352370024195,0.07348551871342175,25,0.6173015307938768,0.6105717367853288,0.5981990752007789,0.5600222304557244,0.523854215548256,0.5819897577567931,0.035182115728915095
0.49944272041320803,0.1531003315607475,0.0364952564239502,0.01662966665819121,20,15,5,0.01122018454301963,1e-06,"{'model__min_samples_leaf': 20, 'model__max_leaf_nodes': 15, 'model__max_depth': 5, 'model__learning_rate': 0.01122018454301963, 'model__l2_regularization': 1e-06}",0.4076492537313433,0.5586592178770949,0.5059435364041605,0.4307192198293377,0.4232,0.4652342455683873,0.05772290342381872,26,0.7097442985487216,0.6753246753246753,0.652116242614253,0.6073924236851784,0.559429722609639,0.6408014725564934,0.052555713376429294
1.0939407825469971,0.8212270797131656,0.059152078628540036,0.04608987014807571,20,63,,0.36869450645195734,0.002069138081114788,"{'model__min_samples_leaf': 20, 'model__max_leaf_nodes': 63, 'model__max_depth': None, 'model__learning_rate': 0.36869450645195734, 'model__l2_regularization': 0.002069138081114788}",0.37940379403794033,0.5409174311926604,0.40648269820411737,0.4623739332816137,0.5287040220006874,0.4635763757434039,0.06413954561550264,27,1.0,1.0,1.0,0.7308564451421595,0.6829736919893585,0.8827660274263037,0.14437791483833148
0.2881826877593994,0.043910298613565074,0.015176916122436523,0.004961787884912242,50,31,2,0.005011872336272725,0.000379269019073225,"{'model__min_samples_leaf': 50, 'model__max_leaf_nodes': 31, 'model__max_depth': 2, 'model__learning_rate': 0.005011872336272725, 'model__l2_regularization': 0.000379269019073225}",0.5282865282865282,0.5690566037735849,0.5240418118466899,0.32121807465618857,0.35723713154421466,0.45996803002144127,0.10047723250733072,28,0.582933136313262,0.6031114327062228,0.5919413919413918,0.5581872435658336,0.5240591503012284,0.5720464709655877,0.028192979053782194
0.5933027267456055,0.40395966261070076,0.039736700057983396,0.029042197702728197,20,31,,0.2818382931264452,1e-06,"{'model__min_samples_leaf': 20, 'model__max_leaf_nodes': 31, 'model__max_depth': None, 'model__learning_rate': 0.2818382931264452, 'model__l2_regularization': 1e-06}",0.37238873751135326,0.5460526315789475,0.45845042151746285,0.4514081713605712,0.4544397053121365,0.45654793345609423,0.05500607691747811,29,1.0,1.0,0.9974087161366313,0.6655948553054661,0.6417987467747881,0.8609604636433771,0.16939993507142898
0.6303744792938233,0.42145476923619973,0.038232612609863284,0.02836791060766346,10,31,,0.0735642254459641,6.951927961775606e-05,"{'model__min_samples_leaf': 10, 'model__max_leaf_nodes': 31, 'model__max_depth': None, 'model__learning_rate': 0.0735642254459641, 'model__l2_regularization': 6.951927961775606e-05}",0.4123886296139159,0.5484340859431901,0.4450915141430949,0.4502784407319014,0.42565359477124187,0.4563692530406689,0.04799576178481119,30,0.9982716902868993,0.9619555861594078,0.9462010382255782,0.6700342774670756,0.6048765479578494,0.8362678280193622,0.16450136319182215
