Date,adj_close,close,high,low,open,volume,return,log_return,range,body,upper_wick,lower_wick,lr_1,candle_body_norm_rng,candle_upper_wick_norm_rng,candle_lower_wick_norm_rng,candle_direction,vol_atr_14,vol_ret_std_20,volm_rel,volm_log1p_rel
1962-03-14,70.91000366210938,70.91000366210938,71.25,70.4800033569336,70.5999984741211,3670000,0.004391008423348941,0.004381396074193694,0.010906468267823741,0.004391008423348844,0.004794758430851716,0.001692217049646257,0.004381396074193473,0.402605895466408,0.4415556106013587,0.1558384939309346,1.0,0.7864276341029576,0.003449504942562754,1.0505524703727027,0.7181092545851051
1962-03-15,71.05999755859375,71.05999755859375,71.44000244140625,70.58999633789062,70.91000366210938,3250000,0.002115271312057798,0.002113037275536863,0.011987111262410272,0.002115271312057821,0.005347662480556102,0.004503339927008616,0.002113037275536863,0.17646214052325487,0.44706135784243534,0.3764765016331334,1.0,0.7871426173618862,0.0034670736391816813,0.9274055473119507,0.6561748225630815
1962-03-16,70.94000244140625,70.94000244140625,71.33999633789062,70.66999816894531,71.05999755859375,3060000,-0.0016886451070949882,-0.0016900724753491161,0.009428626399724457,-0.0016886451070949721,0.003946980119265479,0.003806093362964722,-0.0016900724753491161,0.17909767929099416,0.41790976792850243,0.4029925527790109,-1.0,0.7714282444545201,0.0033590873750425354,0.8748856358645929,0.6285476633566015
1962-03-19,70.8499984741211,70.8499984741211,71.30999755859375,70.52999877929688,70.94000244140625,3220000,-0.0012687336367023239,-0.0012695391606250554,0.010995189631423038,-0.0012687336367023122,0.005222231830006964,0.0045165801230200855,-0.0012695391606250554,0.11538988223311628,0.4743534567074008,0.4102566610582009,-1.0,0.7671427045549665,0.0033341489232081327,0.9280073779468557,0.6564870229169529
1962-03-20,70.66000366210938,70.66000366210938,71.08000183105469,70.4000015258789,70.8499984741211,3060000,-0.002681648780572865,-0.0026852508417471426,0.009597746221888212,-0.0026816487805729015,0.00325507139843145,0.003679622456202786,-0.0026852508417471426,0.27940400991779757,0.33824007898613995,0.38235591109459194,-1.0,0.7549999782017299,0.003339984687529188,0.8891213389121339,0.6361118209255294
1962-03-21,70.51000213623047,70.51000213623047,70.93000030517578,70.16000366210938,70.66000366210938,3360000,-0.0021228632621673738,-0.0021251197303968866,0.010897206384936946,-0.0021228632621674045,0.003829196353515251,0.004963813126042333,-0.0021251197303968866,0.19480802576145123,0.35064651969238586,0.4545454545448642,-1.0,0.75,0.0032792050812258224,0.9852216748768473,0.6857305829048956
1962-03-22,70.4000015258789,70.4000015258789,70.83999633789062,70.13999938964844,70.51000213623047,3130000,-0.0015600710114720417,-0.0015612891893800032,0.009927626252084666,-0.001560071011472008,0.004687417535621089,0.0036932120823163967,-0.0015612891893798922,0.15714441416871283,0.47142234332357724,0.3714332425062814,-1.0,0.7678571428571429,0.003108931974830051,0.9190744655860935,0.6518430206427258
1962-03-23,70.44999694824219,70.44999694824219,70.77999877929688,70.12000274658203,70.4000015258789,3050000,0.0007101622340861535,0.0007099101882087088,0.00937494344332124,0.0007101622340860749,0.004684199366213336,0.003974432809451829,0.0007099101882087088,0.07575109528697183,0.5000057798783274,0.4242431248331857,1.0,0.755713871547154,0.0030622749181468075,0.8964787490447358,0.6399988767292962
1962-03-26,69.88999938964844,69.88999938964844,70.62999725341797,69.7300033569336,70.44999694824219,3040000,-0.007948865618903622,-0.007980626270615111,0.01277493166033176,-0.007948865618903659,0.002575480136610811,0.0022892550309356724,-0.007980626270615,0.6222237292726462,0.2000016954322826,0.17777457529396,-1.0,0.7642849513462612,0.003323362081746209,0.8953289744949049,0.6393924247839974
1962-03-27,69.69999694824219,69.69999694824219,70.19999694824219,69.41000366210938,69.88999938964844,3090000,-0.002718592689448407,-0.002722294773715724,0.011303380927626967,-0.00271859268944838,0.004447597879006336,0.004160592522667622,-0.0027222947737156125,0.24051146350383865,0.3924053077854149,0.3670832287094807,-1.0,0.7707132611955915,0.0033529051174216113,0.9137686302342086,0.6490744028786015
1962-03-28,70.04000091552734,70.04000091552734,70.33000183105469,69.54000091552734,69.69999694824219,2940000,0.004878105913514341,0.004866246506853033,0.011334303445005637,0.004878105913514405,0.004140504165285537,0.0022843522362001258,0.004866246506853033,0.43038426994450435,0.3670893410717055,0.2025263889825244,1.0,0.7578560965401786,0.003528686459248929,0.8712660028449503,0.6266152086696826
1962-03-29,70.01000213623047,70.01000213623047,70.5,69.80999755859375,70.04000091552734,2870000,-0.0004283092362185048,-0.0004284009868187748,0.00985154814944158,-0.0004283092362185349,0.006570476652429708,0.002856800050477581,-0.0004284009868187748,0.04347633790351948,0.6666629809809003,0.289860681114131,-1.0,0.7564277648925781,0.003439204557686806,0.8541158264389025,0.6174079389996472
1962-03-30,69.55000305175781,69.55000305175781,70.08999633789062,69.16000366210938,70.01000213623047,2950000,-0.006570476652429713,-0.006592157254256891,0.01328371157554893,-0.006570476652429708,0.0011501681977012432,0.005607467613742694,-0.006592157254256779,0.4946265669089648,0.08601594802117155,0.41935748506878845,-1.0,0.769998277936663,0.003730533274787475,0.8827049670855776,0.6327095550228294
1962-04-02,69.37000274658203,69.37000274658203,69.81999969482422,69.12999725341797,69.55000305175781,2790000,-0.0025880704137687394,-0.002591425257633606,0.009920954868869855,-0.0025880704137687584,0.0038921238630008474,0.0034597878573082216,-0.002591425257633606,0.26086908447551754,0.39129809818607597,0.3478328173369572,-1.0,0.7621410914829799,0.0037427209297954084,0.8373851971907077,0.6083434724336979
1962-04-03,68.80999755859375,68.80999755859375,69.52999877929688,68.52999877929688,69.37000274658203,3350000,-0.008072728352542469,-0.008105489256445402,0.014415452795254092,-0.008072728352542462,0.002325185850771211,0.004069158396037549,-0.008105489256445289,0.5600051879877211,0.15999603271468374,0.279998779296595,-1.0,0.7785699026925224,0.004074572442360894,1.0115956033337359,0.6989282396569587
1962-04-04,68.48999786376953,68.48999786376953,69.22000122070312,68.33000183105469,68.80999755859375,3290000,-0.0046504825777929915,-0.004661329714575169,0.012934158134369598,-0.004650482577792995,0.005986329024639414,0.0023360496087776917,-0.004661329714575058,0.3595504654787052,0.460678587960461,0.17977094655971024,-1.0,0.7814265659877232,0.004168910613186548,0.9962451550387597,0.6912679935128361
1962-04-05,68.91000366210938,68.91000366210938,69.08999633789062,68.12000274658203,68.48999786376953,3130000,0.006132366935903022,0.006113640493067821,0.014162558352505218,0.006132366935902947,0.0026119963171649077,0.005369251161293208,0.006113640493067601,0.432998529168416,0.18556068554869615,0.38144078528185693,1.0,0.8028548104422433,0.004069350940445669,0.9481400702774748,0.6668751072952219
1962-04-06,68.83999633789062,68.83999633789062,69.41999816894531,68.58000183105469,68.91000366210938,2730000,-0.0010159239660183506,-0.0010164403665494587,0.012189759008132264,-0.0010159239660183618,0.007408404037860595,0.003776794315324976,-0.0010164403665494587,0.08334241598536854,0.607138964576934,0.3095186194365071,-1.0,0.8071403503417969,0.00394803716715562,0.8301404853128991,0.6043927318373687
1962-04-09,68.30999755859375,68.30999755859375,69.0199966430664,68.08999633789062,68.83999633789062,3020000,-0.0076989948793061425,-0.007728785142274993,0.01350959260094984,-0.007698994879306164,0.002635050674996493,0.003220629901419865,-0.007728785142274881,0.5698909735262172,0.1935486517303513,0.2365603747423562,-1.0,0.8249974931989398,0.004206143376360622,0.9229828850855746,0.6538775664555307
1962-04-10,68.55999755859375,68.55999755859375,68.80000305175781,67.94000244140625,68.30999755859375,2880000,0.003659786399283105,0.003653105676090634,0.012589674148559092,0.0036597863992830536,0.003500663677225856,0.005396661761419833,0.003653105676090634,0.2906974681070412,0.279075956778299,0.430226575113497,1.0,0.8314263480050224,0.004254195541630651,0.8818666176740768,0.6322641660023346
1962-04-11,68.41000366210938,68.41000366210938,69.26000213623047,68.23999786376953,68.55999755859375,3240000,-0.0021877756975733353,-0.002190172375057995,0.014877542426824134,-0.002187775697573283,0.010232488527470057,0.002485101436034651,-0.002190172375057884,0.14705222373465318,0.6862761230863766,0.16667165317798968,-1.0,0.8542840140206474,0.004026477777399881,0.9931338891613536,0.6897082186838627
1962-04-12,67.9000015258789,67.9000015258789,68.43000030517578,67.47000122070312,68.41000366210938,3320000,-0.0074550812590139515,-0.007483009267596063,0.014033021971673658,-0.007455081259013971,0.00029450136402110207,0.00633284676749078,-0.007483009267595951,0.5312527318816042,0.02082985639238387,0.44791741172497035,-1.0,0.8757128034319196,0.004107257207682349,1.0194055514615574,0.7028031866491546
1962-04-13,67.9000015258789,67.9000015258789,68.11000061035156,67.02999877929688,67.9000015258789,3470000,0.0,0.0,0.01590577035028583,0.0,0.0030927699521865067,0.012813000398099326,0.0,0.0,0.19444326707056125,0.8055567329285127,0.0,0.8885705130440849,0.004137189469693229,1.068876293740759,0.7270056066137639
1962-04-16,67.5999984741211,67.5999984741211,68.19000244140625,67.20999908447266,67.9000015258789,3070000,-0.004418306995817578,-0.004428096560348636,0.014433038805751463,-0.004418306995817542,0.0042899544685398635,0.005769221870585377,-0.004428096560348524,0.3061245144059593,0.29591828790714914,0.3979571976858712,-1.0,0.9021426609584263,0.004160426965673414,0.9502878722218783,0.667976988460345
1962-04-17,67.9000015258789,67.9000015258789,68.19999694824219,67.23999786376953,67.5999984741211,2940000,0.004437915067004861,0.0044280965603485265,0.014201170209200035,0.0044379150670049335,0.004418194633603111,0.005301923450095278,0.0044280965603485265,0.31250347694060226,0.31249552964705307,0.37500099341130305,1.0,0.914285387311663,0.004425663874084546,0.9150326797385621,0.6497346876246318
1962-04-18,68.2699966430664,68.2699966430664,68.72000122070312,67.83000183105469,67.9000015258789,3350000,0.005449117950998561,0.005434325221663102,0.013107501762120428,0.005449117950998614,0.006591542401700437,0.0010253361398301461,0.005434325221663102,0.41572513587142756,0.5056234676902097,0.0786513964372391,1.0,0.9285708836146763,0.004726307048384568,1.0488415779586726,0.7172745495076253
